종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
226400,오스테오닉,KOSDAQ,기술성장기업부,4500,150,3.45,4475,4540,4310,410163,1820787225,92977204500,20661601
031510,오스템,KOSDAQ,중견기업부,2095,0,0,2120,2120,2050,190429,397220430,58660000000,28000000
368970,오에스피,KOSDAQ,벤처기업부,4810,220,4.79,4590,4830,4580,46241,218133895,44955029600,9346160
138080,오이솔루션,KOSDAQ,우량기업부,12690,450,3.68,12500,12700,12260,36358,457240330,1.3482E+11,10624095
080580,오킨스전자,KOSDAQ,우량기업부,4210,70,1.69,4150,4245,4065,58096,243470425,74429844580,17679298
067170,오텍,KOSDAQ,중견기업부,4460,-30,-0.67,4490,4500,4445,25984,116234550,68646558300,15391605
353590,오토앤,KOSDAQ,중견기업부,8200,280,3.54,7870,8250,7800,52583,427581820,1.0558E+11,12875570
173130,오파스넷,KOSDAQ,중견기업부,15200,-820,-5.12,15840,15840,14360,908437,13717287840,1.80279E+11,11860430
440320,오픈놀,KOSDAQ,기술성장기업부,6310,-210,-3.22,6660,6690,6310,97124,623464750,61869550000,9805000
049480,오픈베이스,KOSDAQ,우량기업부,2615,35,1.36,2595,2630,2550,254348,663128145,82169531545,31422383
394280,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,16740,320,1.95,16580,16800,15890,246044,4067595030,3.59237E+11,21459810
309930,오하임앤컴퍼니,KOSDAQ,중견기업부,4465,-45,-1,4480,4580,4430,79466,357632320,94994616350,21275390
244460,올리패스,KOSDAQ,투자주의환기종목(소속부없음),2585,-115,-4.26,2700,2780,2550,299135,783562190,77763394335,30082551
226950,올릭스,KOSDAQ,기술성장기업부,14300,180,1.27,14180,14430,13900,60958,866016930,2.2894E+11,16009759
057540,옴니시스템,KOSDAQ,중견기업부,875,30,3.55,855,875,850,267889,231644663,53768185625,61449355
131030,옵투스제약,KOSDAQ,우량기업부,5080,20,0.4,5060,5090,5000,45837,231069340,82058062960,16153162
082210,옵트론텍,KOSDAQ,중견기업부,3005,95,3.26,2915,3005,2875,156209,461817875,73574254725,24483945
109080,옵티시스,KOSDAQ,벤처기업부,10630,260,2.51,10450,10640,10320,25884,271976050,59910680000,5636000
380540,옵티코어,KOSDAQ,벤처기업부,1369,-27,-1.93,1376,1397,1327,516219,703729967,38519684424,28137096
153710,옵티팜,KOSDAQ,기술성장기업부,7030,-40,-0.57,7070,7230,7000,28956,205947080,1.0313E+11,14669958
321820,와이더플래닛,KOSDAQ,기술성장기업부,2830,35,1.25,2795,2915,2750,22136,61749540,19550438060,6908282
432430,와이랩,KOSDAQ,기술성장기업부,7670,670,9.57,7160,8130,7050,942791,7270800900,1.21426E+11,15831354
122990,와이솔,KOSDAQ,우량기업부,6450,10,0.16,6490,6490,6340,38491,247082180,1.81806E+11,28186941
112290,와이씨켐,KOSDAQ,기술성장기업부,9340,270,2.98,9220,9340,9110,54080,498912840,94432490300,10110545
232140,와이아이케이,KOSDAQ,우량기업부,3500,100,2.94,3420,3545,3415,269231,934755835,2.87159E+11,82045350
065530,와이어블,KOSDAQ,중견기업부,1768,18,1.03,1759,1768,1750,61506,108041207,93456480000,52860000
067900,와이엔텍,KOSDAQ,우량기업부,7390,140,1.93,7370,7440,7240,72642,533720680,1.34495E+11,18199659
007530,와이엠,KOSDAQ,중견기업부,3050,80,2.69,2970,3050,2970,26094,78641050,58482078600,19174452
155650,와이엠씨,KOSDAQ,우량기업부,5540,70,1.28,5540,5550,5430,102137,560115770,1.07888E+11,19474358
273640,와이엠텍,KOSDAQ,벤처기업부,14530,540,3.86,14230,14570,14130,86878,1249847050,1.59336E+11,10966000
251370,와이엠티,KOSDAQ,우량기업부,11100,330,3.06,10900,11150,10770,22047,243250720,1.81091E+11,16314464
066430,와이오엠,KOSDAQ,중견기업부,755,28,3.85,738,763,737,178156,133485415,29560874380,39153476
193250,와이제이엠게임즈,KOSDAQ,중견기업부,861,40,4.87,843,861,824,142186,120970274,49445315136,57427776
273060,와이즈버즈,KOSDAQ,중견기업부,1152,4,0.35,1191,1191,1143,153533,177132264,58129438464,50459582
019210,와이지-원,KOSDAQ,우량기업부,5630,130,2.36,5570,5650,5500,105519,586567950,1.72131E+11,30573819
122870,와이지엔터테인먼트,KOSDAQ,우량기업부,64500,4300,7.14,59300,65000,57700,1017924,63601238000,1.20473E+12,18677949
011690,와이투솔루션,KOSPI,,3225,215,7.14,3095,3245,3050,104097,331214455,1.17952E+11,36574394
332570,와이팜,KOSDAQ,벤처기업부,2790,110,4.1,2710,2810,2695,132430,365703670,1.10036E+11,39439356
079000,와토스코리아,KOSDAQ,중견기업부,4820,20,0.42,4800,4850,4800,3723,17929480,34704000000,7200000
070960,용평리조트,KOSPI,,3045,75,2.53,2990,3050,2930,51297,154295970,1.46566E+11,48133333
403490,우듬지팜,KOSDAQ,벤처기업부,2365,-100,-4.06,2475,2475,2330,3593048,8568652970,1.06246E+11,44924464
316140,우리금융지주,KOSPI,,12570,430,3.54,12190,12570,12130,2137382,26307650450,9.55993E+12,760535260
032820,우리기술,KOSDAQ,벤처기업부,1342,27,2.05,1325,1358,1316,1564398,2087715164,2.05936E+11,153454299
041190,우리기술투자,KOSDAQ,우량기업부,4570,210,4.82,4470,4730,4410,4161877,19050938680,3.8388E+11,84000000
115440,우리넷,KOSDAQ,벤처기업부,7120,50,0.71,7080,7200,7020,70779,502668620,76570181680,10754239
046970,우리로,KOSDAQ,벤처기업부,2095,0,0,2110,2175,2045,3437642,7275851865,91813372905,43824999
082850,우리바이오,KOSDAQ,중견기업부,3050,130,4.45,2960,3345,2960,33158545,1.06934E+11,1.47732E+11,48436578
215360,우리산업,KOSDAQ,중견기업부,15120,630,4.35,14640,15150,14510,71318,1058146790,1.38078E+11,9132163
072470,우리산업홀딩스,KOSDAQ,중견기업부,3385,60,1.8,3350,3420,3340,19932,67147600,63933649285,18887341
073560,우리손에프앤지,KOSDAQ,우량기업부,1606,9,0.56,1610,1611,1592,377448,603537107,1.11196E+11,69237643
037400,우리엔터프라이즈,KOSDAQ,중견기업부,1509,6,0.4,1503,1521,1503,38931,58896601,39571029114,26223346
153490,우리이앤엘,KOSDAQ,우량기업부,1015,5,0.5,1020,1022,1000,155963,157210825,52252200000,51480000
101170,우림피티에스,KOSDAQ,벤처기업부,5800,90,1.58,5850,5860,5730,80563,466466550,78300000000,13500000
006980,우성,KOSPI,,21950,-50,-0.23,22000,22000,21600,4395,96295700,67825500000,3090000
066590,우수AMS,KOSDAQ,중견기업부,2385,45,1.92,2360,2425,2310,87580,207692520,93189353040,39073104
017370,우신시스템,KOSPI,,8210,320,4.06,7970,8210,7700,227510,1830165380,1.50358E+11,18314054
103840,우양,KOSDAQ,중견기업부,5430,230,4.42,5200,5480,5080,615022,3244269970,85689494220,15780754
046940,우원개발,KOSDAQ,우량기업부,3260,-40,-1.21,3220,3300,3140,1019136,3275620150,58922381000,18074350
215380,우정바이오,KOSDAQ,벤처기업부,2030,0,0,2030,2125,2010,38696,78826650,26303747330,12957511
065680,우주일렉트로,KOSDAQ,우량기업부,13350,170,1.29,13260,13700,12990,32527,429504260,1.27226E+11,9530000
105840,우진,KOSPI,,8640,130,1.53,8570,8710,8500,242785,2087156040,1.75596E+11,20323614
018620,우진비앤지,KOSDAQ,중견기업부,1229,22,1.82,1230,1233,1212,417496,510621439,35504941097,28889293
010400,우진아이엔에스,KOSPI,,4610,-45,-0.97,4655,4690,4520,14838,67975485,35137420000,7622000
049800,우진플라임,KOSPI,,3175,45,1.44,3130,3560,3125,89363,293626530,63500000000,20000000
016880,웅진,KOSPI,,1182,12,1.03,1198,1198,1172,222420,263193515,94473808560,79927080
095720,웅진씽크빅,KOSPI,,2550,40,1.59,2520,2550,2490,325452,820297420,2.9454E+11,115505985
396470,워트,KOSDAQ,중견기업부,13030,-220,-1.66,13090,13530,12220,5035568,65174855520,2.10044E+11,16120000
005820,원림,KOSPI,,20650,-450,-2.13,20900,22100,20500,12239,253315550,47453080500,2297970
307280,원바이오젠,KOSDAQ,벤처기업부,1654,0,0,1654,1667,1644,133934,221499852,60379617340,36505210
032940,원익,KOSDAQ,중견기업부,3380,75,2.27,3340,3390,3315,27917,93687800,61493117400,18193230
240810,원익IPS,KOSDAQ GLOBAL,우량기업부,35200,1000,2.92,35000,35200,33750,440660,15218700350,1.72775E+12,49083901
074600,원익QnC,KOSDAQ GLOBAL,우량기업부,26550,1000,3.91,26150,26550,25450,362330,9449082950,6.97946E+11,26288000
104830,원익머트리얼즈,KOSDAQ,우량기업부,27300,500,1.87,27150,27300,26550,82187,2212481700,3.44198E+11,12608000
014190,원익큐브,KOSDAQ,우량기업부,1525,16,1.06,1514,1539,1514,42229,64367690,53984856650,35399906
217820,원익피앤이,KOSDAQ,우량기업부,7080,490,7.44,6690,7140,6670,794531,5521876340,3.00578E+11,42454559
030530,원익홀딩스,KOSDAQ,우량기업부,3420,185,5.72,3260,3435,3200,662934,2203368455,2.64154E+11,77237981
012620,원일특강,KOSDAQ,우량기업부,9230,150,1.65,9080,9250,9080,10978,100117970,40612000000,4400000
382840,원준,KOSDAQ,벤처기업부,17550,1460,9.07,16580,17890,16580,261466,4515701350,2.68016E+11,15271581
336570,원텍,KOSDAQ,기술성장기업부,9680,40,0.41,9790,10010,9390,1219483,11832994510,8.53523E+11,88173915
376980,원티드랩,KOSDAQ,기술성장기업부,9560,230,2.47,9280,9630,9280,16830,159490440,90406013760,9456696
122830,원포유,KONEX,일반기업부,1259,-51,-3.89,1279,1279,1220,9144,11189781,41234749115,32751985
008370,원풍,KOSDAQ,우량기업부,4270,-25,-0.58,4290,4345,4260,24503,105044135,51240000000,12000000
008290,원풍물산,KOSDAQ,중견기업부,745,17,2.34,729,793,729,132782,99309478,30316790855,40693679
101160,월덱스,KOSDAQ,우량기업부,24900,750,3.11,24650,25350,24150,393539,9749073350,4.11124E+11,16510993
064090,웨스트라이즈,KOSDAQ,관리종목(소속부없음),1811,1,0.06,1810,1820,1780,10374,18689781,55321774229,30547639
336060,웨이버스,KOSDAQ,벤처기업부,1571,23,1.49,1557,1583,1540,240227,375866924,75651819200,48155200
095270,웨이브일렉트로,KOSDAQ,벤처기업부,5190,0,0,5190,5380,5130,14601,76115820,77700818640,14971256
010600,웰바이오텍,KOSPI,,1731,162,10.33,1600,1937,1600,19930113,35839686765,1.57388E+11,90923407
065950,웰크론,KOSDAQ,우량기업부,2895,5,0.17,2885,2915,2845,135232,390422440,81729619290,28231302
076080,웰크론한텍,KOSDAQ,중견기업부,3600,255,7.62,3440,3680,3405,315020,1122568165,81338961600,22594156
043590,웰킵스하이텍,KOSDAQ,중견기업부,943,26,2.84,923,972,917,169547,159188072,34046024850,36103950
196700,웹스,KOSDAQ,벤처기업부,2045,-35,-1.68,2080,2080,2000,38148,77992000,29374674480,14364144
069080,웹젠,KOSDAQ GLOBAL,우량기업부,14340,370,2.65,14100,14340,13970,39183,556913110,5.01196E+11,34950884
053580,웹케시,KOSDAQ,우량기업부,10480,-20,-0.19,10520,10580,10450,48778,512049560,1.42908E+11,13636248
071460,위니아,KOSDAQ,관리종목(소속부없음),1089,-105,-8.79,1260,1290,1083,5821199,6770411118,39168384255,35967295
377460,위니아에이드,KOSDAQ,관리종목(소속부없음),1581,0,0,0,0,0,0,0,24336973305,15393405
044340,위닉스,KOSDAQ,우량기업부,9480,30,0.32,9550,9550,9400,9860,93355460,1.6944E+11,17873425
330350,위더스제약,KOSDAQ,우량기업부,9150,-150,-1.61,9260,9430,8810,391139,3553552230,1.20714E+11,13192778
348350,위드텍,KOSDAQ,우량기업부,10600,300,2.91,10300,10680,10300,24803,260360610,1.07946E+11,10183600
112040,위메이드,KOSDAQ,우량기업부,46400,4750,11.4,45000,46900,44100,1726599,78611871200,1.56818E+12,33796962
101730,위메이드맥스,KOSDAQ,중견기업부,11770,760,6.9,11830,12000,11390,884924,10341170170,3.91886E+11,33295292
123420,위메이드플레이,KOSDAQ,우량기업부,9220,290,3.25,9510,9630,9060,246418,2287160040,1.05752E+11,11469842
065370,위세아이텍,KOSDAQ,중견기업부,8900,200,2.3,8750,8900,8200,30316,266100920,65717190600,7383954
140660,위월드,KONEX,일반기업부,1698,-1,-0.06,0,0,0,0,0,4223353896,2487252
038620,위즈코프,KOSDAQ,벤처기업부,833,3,0.36,830,839,823,243037,201604314,55433205345,66546465
299900,위지윅스튜디오,KOSDAQ,중견기업부,3195,445,16.18,2850,3250,2785,6546601,19937468005,5.46501E+11,171048884
036090,위지트,KOSDAQ,중견기업부,751,30,4.16,729,757,720,3916386,2908274030,83865562354,111671854
136540,윈스,KOSDAQ,우량기업부,12420,80,0.65,12340,12480,12180,24995,307557600,1.72193E+11,13864162
320000,윈텍,KOSDAQ,벤처기업부,2555,250,10.85,2340,2555,2300,864894,2108510875,47265323140,18499148
097800,윈팩,KOSDAQ,중견기업부,1552,58,3.88,1530,1565,1507,355403,548157412,92475137792,59584496
192390,윈하이텍,KOSDAQ,벤처기업부,3765,-90,-2.33,3860,3900,3735,91385,347441120,40426024860,10737324
313760,윌링스,KOSDAQ,중견기업부,9420,1020,12.14,8730,9420,8320,193501,1723193450,54531259020,5788881
008600,윌비스,KOSPI,,518,29,5.93,505,532,500,897601,466303926,34828268202,67236039
335870,윙스풋,KOSDAQ,중견기업부,1418,-4,-0.28,1453,1454,1391,58168,81837259,23654256396,16681422
900340,윙입푸드,KOSDAQ,외국기업(소속부없음),818,13,1.61,813,838,804,272127,221067119,39242264104,47973428
033270,유나이티드제약,KOSPI,,25050,150,0.6,25000,25300,24750,41781,1042694800,4.06933E+11,16244822
014830,유니드,KOSPI,,77400,-1800,-2.27,79300,79400,75400,56454,4364736100,5.23812E+11,6767600
446070,유니드비티플러스,KOSPI,,7660,-220,-2.79,7880,8000,7620,110438,857552090,81281906900,10611215
036200,유니셈,KOSDAQ,우량기업부,7630,270,3.67,7530,7670,7330,205125,1544833040,2.33968E+11,30664223
018000,유니슨,KOSDAQ,중견기업부,1211,69,6.04,1168,1235,1145,424749,508448546,1.52947E+11,126298006
000910,유니온,KOSPI,,5230,170,3.36,5100,5300,5060,279718,1449037380,81648767370,15611619
047400,유니온머티리얼,KOSPI,,2785,115,4.31,2700,2835,2685,863920,2381775755,1.1697E+11,42000000
203450,유니온커뮤니티,KOSDAQ,벤처기업부,2805,-15,-0.53,2820,2835,2765,26023,72603185,41174614635,14679007
011330,유니켐,KOSPI,,1893,144,8.23,1749,1893,1749,759699,1388522331,1.83096E+11,96722403
077500,유니퀘스트,KOSPI,,5710,-10,-0.17,5720,5830,5660,364867,2092454120,1.24444E+11,21794015
011320,유니크,KOSDAQ,중견기업부,5080,50,0.99,5050,5100,5010,79567,402632060,98149130600,19320695
086390,유니테스트,KOSDAQ,중견기업부,12000,550,4.8,11790,12000,11450,182062,2134310990,2.5361E+11,21134126
241690,유니테크노,KOSDAQ,우량기업부,3150,140,4.65,3045,3165,3030,84952,262938780,78786429750,25011565
142210,유니트론텍,KOSDAQ,우량기업부,4155,35,0.85,4145,4170,4010,189457,776950605,79967512260,19246092
121060,유니포인트,KONEX,일반기업부,899,-19,-2.07,981,981,899,7,6455,5377521330,5981670
048430,유라테크,KOSDAQ,중견기업부,8220,120,1.48,8070,8220,8030,84449,686746810,94694400000,11520000
206650,유바이오로직스,KOSDAQ,기술성장기업부,10000,140,1.42,9950,10120,9710,367576,3656608040,3.64548E+11,36454807
089850,유비벨록스,KOSDAQ,우량기업부,15750,300,1.94,15500,15790,15310,47387,736027310,1.17444E+11,7456734
084440,유비온,KOSDAQ,기술성장기업부,1518,3,0.2,1552,1580,1500,53126,81199566,29924030400,19712800
032620,유비케어,KOSDAQ,우량기업부,4540,95,2.14,4595,4595,4450,48016,216150865,2.36975E+11,52197139
264450,유비쿼스,KOSDAQ,우량기업부,15080,-140,-0.92,15390,15560,14410,99038,1463240900,1.54505E+11,10245706
078070,유비쿼스홀딩스,KOSDAQ,중견기업부,12690,370,3,12490,12700,12110,21057,261481930,2.3726E+11,18696628
002920,유성기업,KOSPI,,2895,0,0,2910,2910,2865,22737,65876525,75118012500,25947500
024800,유성티엔에스,KOSDAQ,우량기업부,2090,-10,-0.48,2085,2125,2085,19833,41639380,77438287080,37051812
000700,유수홀딩스,KOSPI,,5940,-10,-0.17,5980,5990,5900,9188,54568730,1.54688E+11,26041812
054930,유신,KOSDAQ,우량기업부,37000,600,1.65,36750,37250,36200,89787,3312093950,1.11E+11,3000000
069330,유아이디,KOSDAQ,벤처기업부,2105,25,1.2,2080,2125,2070,102274,214495595,29872246555,14191091
049520,유아이엘,KOSDAQ,중견기업부,4895,125,2.62,4805,4925,4700,70803,343616360,1.06637E+11,21784936
435380,유안타제10호스팩,KOSDAQ,SPAC(소속부없음),2055,-5,-0.24,2055,2065,2030,9753,19961385,11775150000,5730000
444920,유안타제11호스팩,KOSDAQ,SPAC(소속부없음),1990,-6,-0.3,1997,1997,1988,18175,36176727,10427600000,5240000
446150,유안타제12호스팩,KOSDAQ,SPAC(소속부없음),2060,0,0,2070,2070,2030,13468,27403645,9826200000,4770000
449020,유안타제13호스팩,KOSDAQ,SPAC(소속부없음),1995,-2,-0.1,2005,2005,1980,24545,49013590,19411350000,9730000
450940,유안타제14호스팩,KOSDAQ,SPAC(소속부없음),2020,-5,-0.25,2015,2035,2015,8518,17205545,9170800000,4540000
430700,유안타제9호스팩,KOSDAQ,SPAC(소속부없음),2080,-20,-0.95,2070,2095,2055,14093,29086580,10899200000,5240000
003470,유안타증권,KOSPI,,2480,50,2.06,2450,2490,2440,137102,338549045,4.95E+11,199596576
003475,유안타증권우,KOSPI,,2565,-10,-0.39,2575,2630,2560,3831,9878790,33119823780,12912212
263770,유에스티,KOSDAQ,벤처기업부,3090,105,3.52,3000,3115,3000,14425,44122585,73233531480,23700172
337840,유엑스엔,KONEX,일반기업부,18270,-30,-0.16,18700,18700,18000,2211,40253350,67115594070,3673541
072130,유엔젤,KOSPI,,3435,0,0,3520,3520,3380,65167,223000895,45326384490,13195454
000220,유유제약,KOSPI,,4530,65,1.46,4575,4575,4465,56736,255242820,77156550030,17032351
000225,유유제약1우,KOSPI,,4535,10,0.22,4605,4630,4490,5466,24704065,10280527550,2266930
000227,유유제약2우B,KOSPI,,10070,-90,-0.89,10140,10140,10000,1638,16401570,3278389200,325560
388720,유일로보틱스,KOSDAQ,벤처기업부,22400,950,4.43,21800,22400,21450,103586,2278443950,2.00208E+11,8937846
340930,유일에너테크,KOSDAQ,벤처기업부,11480,1000,9.54,10530,11670,10530,86523,972388400,1.31654E+11,11468150
023410,유진기업,KOSDAQ,우량기업부,3500,20,0.57,3525,3525,3450,666977,2322790200,2.70588E+11,77310863
056080,유진로봇,KOSDAQ,중견기업부,12100,340,2.89,11790,12700,11620,3889151,47361285590,4.53897E+11,37512152
373340,유진스팩6호,KOSDAQ,관리종목(소속부없음),2030,0,0,2035,2035,2030,36830,74801975,6130600000,3020000
388800,유진스팩7호,KOSDAQ,SPAC(소속부없음),2440,0,0,0,0,0,0,0,12224400000,5010000
413630,유진스팩8호,KOSDAQ,SPAC(소속부없음),2470,0,0,0,0,0,0,0,14622400000,5920000
